of,and,of the,for,in the,
of,35.673218,and,96.121681,of the,9.748066,for,8.519757,in the,7.709596,
of,48.311100,and,78.570554,of the,18.694162,for,11.810060,in the,7.128870,
of,43.194784,and,60.146699,of the,20.008150,for,13.773431,in the,7.090465,
of,69.406865,and,68.373210,of the,27.027027,for,11.187791,in the,5.837108,
of,35.131036,and,59.892067,of the,11.181263,for,9.452929,in the,6.243166,
of,60.948440,and,80.521961,of the,22.013579,for,8.964566,in the,5.357522,
of,50.300538,and,80.196140,of the,15.554150,for,6.274386,in the,5.167141,
of,34.188034,and,74.203574,of the,10.489510,for,8.935509,in the,5.439005,
of,35.972372,and,78.452509,of the,12.935681,for,9.462211,in the,4.192119,
of,41.701053,and,75.392009,of the,10.583038,for,8.738288,in the,3.980776,
of,41.849592,and,77.085353,of the,13.641029,for,9.307828,in the,5.316723,
of,50.371558,and,76.890573,of the,16.625382,for,8.247122,in the,7.198018,
of,75.227105,and,99.484410,of the,21.949423,for,12.079548,in the,4.517555,
of,58.115002,and,78.982700,of the,21.136215,for,11.009245,in the,9.359776,
of,86.290323,and,74.462366,of the,27.284946,for,9.677419,in the,5.376344,
of,66.793893,and,76.240458,of the,18.606870,for,9.160305,in the,6.870229,
of,37.300178,and,67.140320,of the,16.518650,for,11.012433,in the,7.104796,
of,29.727042,and,47.795337,of the,10.222124,for,10.608907,in the,4.696652,
of,32.329858,and,37.811878,of the,9.909804,for,17.430011,in the,7.285932,
of,40.364410,and,35.909030,of the,14.563107,for,10.174225,in the,7.514297,
of,32.084603,and,43.914680,of the,6.990500,for,16.131923,in the,5.018821,
of,45.899172,and,28.592927,of the,9.781791,for,7.148232,in the,5.267118,
of,41.119931,and,57.535504,of the,13.013662,for,14.174631,in the,5.696852,
of,48.623810,and,55.328926,of the,15.707788,for,12.167675,in the,8.111783,
of,39.284667,and,31.955438,of the,14.365289,for,13.485781,in the,10.847259,
of,43.374534,and,61.572041,of the,16.903124,for,8.629223,in the,8.147001,
of,42.058088,and,75.325347,of the,17.754029,for,8.273722,in the,5.946738,
of,33.822961,and,51.797449,of the,7.537688,for,15.268651,in the,7.730963,
of,39.350713,and,68.863748,of the,14.756517,for,20.167241,in the,5.410723,
of,46.963947,and,57.637571,of the,12.571157,for,12.808349,in the,8.538899,
of,61.285501,and,41.853513,of the,14.947683,for,8.968610,in the,16.442451,
of,26.515152,and,64.393939,of the,15.151515,for,14.393939,in the,3.787879,
of,52.664975,and,51.395939,of the,16.180203,for,14.911168,in the,7.614213,
of,41.277259,and,57.632399,of the,12.461059,for,10.903427,in the,9.345794,
of,33.898305,and,54.237288,of the,14.237288,for,14.237288,in the,6.101695,
of,47.000618,and,44.526902,of the,18.552876,for,13.605442,in the,11.750155,
of,62.831858,and,66.371681,of the,21.238938,for,6.194690,in the,12.389381,
of,49.200683,and,69.067205,of the,16.296756,for,10.554090,in the,8.225982,
of,40.426727,and,57.832678,of the,11.229646,for,13.475576,in the,2.807412,
of,28.373586,and,65.529471,of the,8.444520,for,11.273434,in the,4.348928,
of,25.583542,and,84.794936,of the,7.714625,for,9.428986,in the,4.681524,
of,30.301862,and,73.634296,of the,7.286326,for,10.370485,in the,5.011758,
of,24.824552,and,48.235048,of the,7.122656,for,8.746203,in the,3.613701,
of,32.747670,and,72.218098,of the,11.259589,for,8.207539,in the,5.031758,
of,39.588198,and,27.276587,of the,10.825727,for,23.137338,in the,3.926979,
of,33.713803,and,30.331854,of the,9.723103,for,18.917776,in the,5.072923,
of,38.417148,and,26.875515,of the,7.914262,for,23.577906,in the,5.441055,
of,37.289235,and,24.319066,of the,13.294423,for,16.861219,in the,4.863813,
of,52.614163,and,41.363336,of the,14.890801,for,12.243547,in the,10.919921,
of,41.685754,and,40.311498,of the,8.703619,for,17.407238,in the,13.284471,
of,46.488125,and,46.488125,of the,15.159171,for,14.653866,in the,8.590197,
of,37.561241,and,46.815460,of the,7.621121,for,23.407730,in the,7.076756,
of,40.117417,and,46.966732,of the,10.763209,for,15.655577,in the,3.913894,
of,34.759358,and,45.454545,of the,7.575758,for,18.270945,in the,6.684492,
of,42.617047,and,42.016807,of the,9.003601,for,14.405762,in the,1.800720,
of,34.598214,and,41.294643,of the,5.580357,for,12.276786,in the,2.232143,
of,25.581395,and,30.232558,of the,4.651163,for,16.279070,in the,11.627907,
of,46.831956,and,36.827606,of the,11.889227,for,23.778454,in the,3.044802,
of,39.930556,and,53.385417,of the,11.718750,for,12.152778,in the,2.170139,
of,47.272727,and,28.686869,of the,8.484848,for,19.393939,in the,5.656566,
of,44.430135,and,42.498390,of the,11.590470,for,13.522215,in the,8.370895,
of,32.591415,and,47.694754,of the,7.154213,for,10.731320,in the,5.166932,
of,20.134228,and,46.979866,of the,3.355705,for,13.422819,in the,13.422819,
of,23.809524,and,37.414966,of the,13.605442,for,6.802721,in the,6.802721,
of,50.986842,and,41.118421,of the,9.868421,for,13.157895,in the,8.223684,
of,47.853272,and,97.874114,of the,19.924969,for,8.003335,in the,4.585244,
