of hosts,hosts,the truth,lord of,david,
of hosts,0.000000,hosts,0.000000,the truth,0.026134,lord of,0.104537,david,0.000000,
of hosts,0.000000,hosts,0.030596,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.081500,david,0.000000,
of hosts,0.000000,hosts,0.091205,the truth,0.000000,lord of,0.182410,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.035272,david,0.000000,
of hosts,0.000000,hosts,0.106090,the truth,0.000000,lord of,0.106090,david,0.000000,
of hosts,0.000000,hosts,0.105452,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.388500,
of hosts,0.199625,hosts,0.000000,the truth,0.000000,lord of,0.239550,david,11.059209,
of hosts,0.291276,hosts,0.000000,the truth,0.000000,lord of,0.242730,david,13.010340,
of hosts,0.199555,hosts,0.028508,the truth,0.000000,lord of,0.171047,david,8.837448,
of hosts,0.160280,hosts,0.029142,the truth,0.000000,lord of,0.131138,david,5.216378,
of hosts,0.147312,hosts,0.000000,the truth,0.000000,lord of,0.245519,david,8.887798,
of hosts,0.000000,hosts,0.000000,the truth,0.038360,lord of,0.038360,david,2.800261,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.403226,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.763359,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.351412,hosts,0.070282,the truth,0.117137,lord of,0.234274,david,0.281129,
of hosts,0.000000,hosts,0.000000,the truth,0.066498,lord of,0.000000,david,0.066498,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.179244,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.376223,
of hosts,1.673956,hosts,0.000000,the truth,0.026999,lord of,1.457962,david,0.242994,
of hosts,1.922446,hosts,0.023444,the truth,0.093778,lord of,1.758335,david,0.328222,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.025380,david,0.101520,
of hosts,0.000000,hosts,0.000000,the truth,0.344738,lord of,0.172369,david,0.000000,
of hosts,0.193274,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.193274,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,2.134725,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.474383,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.317259,hosts,0.000000,the truth,0.317259,lord of,0.634518,david,0.000000,
of hosts,1.557632,hosts,0.000000,the truth,0.000000,lord of,1.557632,david,0.000000,
of hosts,0.677966,hosts,0.000000,the truth,0.000000,lord of,0.677966,david,0.000000,
of hosts,1.236858,hosts,0.000000,the truth,0.000000,lord of,1.236858,david,0.000000,
of hosts,11.504425,hosts,0.000000,the truth,0.000000,lord of,12.389381,david,0.000000,
of hosts,8.070774,hosts,0.000000,the truth,0.310414,lord of,8.536396,david,0.931243,
of hosts,13.475576,hosts,0.000000,the truth,0.000000,lord of,13.475576,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.253336,david,0.717784,
of hosts,0.000000,hosts,0.000000,the truth,0.131874,lord of,0.065937,david,0.461559,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.192760,david,0.462624,
of hosts,0.000000,hosts,0.000000,the truth,0.628470,lord of,0.000000,david,0.104745,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.082488,david,0.453683,
of hosts,0.000000,hosts,0.000000,the truth,0.742942,lord of,0.106135,david,0.318404,
of hosts,0.000000,hosts,0.000000,the truth,0.105686,lord of,0.105686,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.824402,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,1.621271,lord of,0.324254,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.661813,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.505306,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,2.935421,lord of,0.978474,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,2.228164,lord of,0.445633,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,3.001200,lord of,0.000000,david,0.600240,
of hosts,0.000000,hosts,0.000000,the truth,2.232143,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.144991,lord of,0.000000,david,0.289981,
of hosts,0.000000,hosts,0.000000,the truth,0.868056,lord of,0.868056,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.404040,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,2.384738,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,6.711409,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,17.006803,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.000000,david,0.000000,
of hosts,0.000000,hosts,0.000000,the truth,0.000000,lord of,0.166736,david,0.250104,
